"File","Line","Probe","Text","Event","ParentMonologue","Speaker","ResolvedSpeaker","ConversationTarget","DlgMe"
"RE_Kenshi_log_when_child_nodes.txt","15495","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15543","32-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_WITH_RACE_HIVE_PRINCE","EV_NONE","unavailable","T_TARGET_WITH_RACE","de Zerka","de Zerka","de Zerka"
"RE_Kenshi_log_when_child_nodes.txt","15563","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15639","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","#140805player1","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15708","28-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_IF_PLAYER ","EV_NONE","unavailable","T_TARGET_IF_PLAYER","#140805player1","#140805player1","#140805player1"
"RE_Kenshi_log_when_child_nodes.txt","15727","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Heavy","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15803","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15871","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","15947","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16023","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Heavy","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16099","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16175","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","#140805player2","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16258","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16334","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Heavy","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16410","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16478","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16554","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16630","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Heavy","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16706","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16782","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","#140805player2","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16865","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","#140805player3","Barman"
"RE_Kenshi_log_when_child_nodes.txt","16948","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","de Zerka","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17024","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Heavy","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17100","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Captain","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17218","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Twitchy Bar Thug","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17294","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Plop","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17370","63-IdentitySpike.mod","SHOPKEEP I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","#140805player5","Barman"
"RE_Kenshi_log_when_child_nodes.txt","17453","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","Leaf","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18125","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18253","45-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_PLAYER_TALK_TO_ME","1","T_TARGET_WITH_RACE","#140805player1","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18273","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18567","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18695","41-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME INTERJECTOR_NODE","EV_PLAYER_TALK_TO_ME","1","T_INTERJECTOR1","null","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","18714","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player3","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19008","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19185","43-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_INTERJECTOR1","EV_PLAYER_TALK_TO_ME","1","T_INTERJECTOR1","null","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19204","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player3","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19365","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19591","44-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_WHOLE_SQUAD","EV_PLAYER_TALK_TO_ME","1","T_WHOLE_SQUAD","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19610","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player2","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","19750","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","20067","35-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET ","EV_PLAYER_TALK_TO_ME","1","T_TARGET","#140805player5","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","20394","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","20782","34-IdentitySpike.mod","PACIFIER CHILD PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_ME","EV_NONE","unavailable","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","21018","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","21328","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player2","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","21426","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","21673","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","21864","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","22097","59-IdentitySpike.mod","PACIFIER TALK_TO_ME_PARENT_NODE","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_child_nodes.txt","22309","61-IdentitySpike.mod","PACIFIER I_SEE_NEUTRAL_PARENT_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Thief Boss","#140805player1","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","43","55-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_WHOLE_SQUAD ","EV_I_SEE_NEUTRAL_SQUAD","0","T_WHOLE_SQUAD","Pacifier","Hep","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","63","57-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_I_SEE_NEUTRAL_SQUAD","0","T_TARGET_WITH_RACE","Hep","Hep","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","83","55-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_WHOLE_SQUAD ","EV_I_SEE_NEUTRAL_SQUAD","0","T_WHOLE_SQUAD","Pacifier","#140805player3","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","103","57-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_I_SEE_NEUTRAL_SQUAD","0","T_TARGET_WITH_RACE","#140805player1","#140805player3","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","145","50-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_IF_PLAYER ","EV_I_SEE_NEUTRAL_SQUAD","0","T_TARGET_IF_PLAYER","null","Bar Thug","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","179","49-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET","EV_I_SEE_NEUTRAL_SQUAD","0","T_TARGET","#140805player3","#140805player3","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","227","48-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_ME","EV_I_SEE_NEUTRAL_SQUAD","0","T_ME","Pacifier","#140805player5","Pacifier"
"RE_Kenshi_log_when_parent_nodes.txt","987","29-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_INTERJECTOR1_AFTER_INTERJECTOR_NODE","EV_I_SEE_NEUTRAL_SQUAD","1","T_INTERJECTOR1","Ninja Guard","Bar Thug","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","4275","40-IdentitySpike.mod","SHOPKEEP PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_INTERJECTOR1_AFTER_INTERJECTOR_NODE","EV_PLAYER_TALK_TO_ME","0","T_INTERJECTOR1","Ninja Guard","#140805player5","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","6077","31-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_I_SEE_NEUTRAL_SQUAD","1","T_TARGET_WITH_RACE","Twitchy Bar Thug","Bar Thug","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","8840","30-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_WHOLE_SQUAD ","EV_I_SEE_NEUTRAL_SQUAD","1","T_WHOLE_SQUAD","Barman","Twitchy Bar Thug","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","9291","27-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET","EV_I_SEE_NEUTRAL_SQUAD","1","T_TARGET","#140805player3","#140805player3","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","9677","28-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_TARGET_IF_PLAYER ","EV_I_SEE_NEUTRAL_SQUAD","1","T_TARGET_IF_PLAYER","null","Mercenary","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","10063","26-IdentitySpike.mod","SHOPKEEP PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_ME","EV_I_SEE_NEUTRAL_SQUAD","1","T_ME","Barman","Mercenary Captain","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","11919","24-IdentitySpike.mod","SHOPKEEP PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_PLAYER_TALK_TO_ME","0","T_TARGET_WITH_RACE","#140805player1","#140805player5","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","18730","21-IdentitySpike.mod","SHOPKEEP PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_WHOLE_SQUAD","EV_PLAYER_TALK_TO_ME","0","T_WHOLE_SQUAD","Barman","#140805player5","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","25665","19-IdentitySpike.mod","SHOPKEEP PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET_IF_PLAYER ","EV_PLAYER_TALK_TO_ME","0","T_TARGET_IF_PLAYER","#140805player5","#140805player5","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","33876","17-IdentitySpike.mod","SHOPKEEP PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_ME ","EV_PLAYER_TALK_TO_ME","0","T_ME","Barman","#140805player5","Barman"
"RE_Kenshi_log_when_parent_nodes.txt","44243","53-IdentitySpike.mod","PACIFIER PROBE EV_I_SEE_NEUTRAL_SQUAD SPEAKER T_INTERJECTOR1_AFTER_INTERJECTOR_NODE","EV_I_SEE_NEUTRAL_SQUAD","0","T_INTERJECTOR1","Shinobi Trader","Zepp","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","49316","42-IdentitySpike.mod","PACIFIER PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_INTERJECTOR1_AFTER_INTERJECTOR_NODE","EV_PLAYER_TALK_TO_ME","1","T_INTERJECTOR1","Thief","#140805player5","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","62856","45-IdentitySpike.mod","PACIFIER PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET_WITH_RACE_GREENLANDER","EV_PLAYER_TALK_TO_ME","1","T_TARGET_WITH_RACE","#140805player1","#140805player5","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","75225","44-IdentitySpike.mod","PACIFIER PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_WHOLE_SQUAD","EV_PLAYER_TALK_TO_ME","1","T_WHOLE_SQUAD","Thief Boss","#140805player5","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","86921","35-IdentitySpike.mod","PACIFIER PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_TARGET ","EV_PLAYER_TALK_TO_ME","1","T_TARGET","#140805player5","#140805player5","Thief Boss"
"RE_Kenshi_log_when_parent_nodes.txt","98004","34-IdentitySpike.mod","PACIFIER PROBE EV_PLAYER_TALK_TO_ME SPEAKER T_ME","EV_PLAYER_TALK_TO_ME","1","T_ME","Thief Boss","#140805player5","Thief Boss"
